Date,Open,High,Low,Close,Volume
2024-01-01,100.79597995110565,102.32753326687572,99.26253501259488,100.49671415301123,1833
2024-01-02,101.0568966728284,101.56677223958297,98.37997417067415,100.35844985184005,2823
2024-01-03,101.32136417454143,101.68552975884819,100.14305548267349,101.00613838994074,3774
2024-01-04,102.66578545301971,104.09903542718325,101.02096492523994,102.52916824634876,2982
2024-01-05,101.48236440728161,103.93619244455077,100.65258544863235,102.29501487162543,1853
2024-01-08,101.79630952079512,103.4027937110305,101.20442159868766,102.06087791467625,1050
2024-01-09,103.17049546554709,105.29654150011548,102.04776620726585,103.64009073018364,4736
2024-01-10,103.89550474609472,105.64821885388314,103.35585076025768,104.40752545933655,4769
2024-01-11,104.8840721829065,105.22215031747459,102.48959232751123,103.9380510734016,1574
2024-01-12,104.26680656632108,105.62192264452538,103.03031655084622,104.48061111698756,4261
2024-01-15,104.80128653452932,104.55532211429124,102.71353139806297,104.0171934241751,2148
2024-01-16,103.81374092259938,104.2133008110948,102.91602901552324,103.55146367060485,3197
2024-01-17,104.38304854925417,104.34056972070097,102.04047219878701,103.79342594217087,3361
2024-01-18,101.88541988372346,103.33476131440874,100.89897560005546,101.88014569751307,3617
2024-01-19,100.30903563425277,101.12676183661453,99.37545009940027,100.15522786500004,4413
2024-01-22,99.57797572339679,100.85579637250612,99.03177762342692,99.59294033575907,3352
2024-01-23,97.97059519102075,100.4414589263138,97.19376980064229,98.58010921542466,2715
2024-01-24,99.33926077854294,99.76829489174324,97.3780100052565,98.89435654801993,1681
2024-01-25,97.54787719738043,99.10190685705216,97.46145072910693,97.98633247249872,1837
2024-01-26,95.62266070402633,98.207355478978,95.3058891837145,96.57402877116343,4854
2024-01-29,98.33062213189932,98.88287478832241,97.19993387728807,98.03967754008498,2077
2024-01-30,97.16812259841254,98.42937110434163,96.34614205398427,97.81390123959844,4050
2024-01-31,98.7623466129922,98.81605662365702,97.11987980077888,97.88142944428637,3491
2024-02-01,97.36453841207808,97.19851318895391,94.92027465091921,96.4566812580729,3660
2024-02-02,96.74202731398863,97.80684501206159,94.83219551409692,95.91229853354773,4040
2024-02-05,95.76353852376847,97.73540169260421,94.11812614015248,96.02322112325758,3311
2024-02-06,93.90314077889302,96.32233318060092,94.1659461296163,94.87222754583529,4124
2024-02-07,96.10456268935641,97.05511644946253,94.23632603760558,95.24792556418096,2595
2024-02-08,94.50365517089678,96.35279498961083,93.97707659240126,94.64728687426215,4051
2024-02-09,95.28890276255622,95.13544821279794,92.46855269705104,94.35559312446888,4691
2024-02-12,94.68112646641798,95.59272500997444,91.937877482168,93.75388651223948,1004
2024-02-13,96.31218360768314,96.9151780596219,94.71925225517569,95.60616469674842,2126
2024-02-14,95.18156525614967,97.30382770475659,94.10269140295922,95.59266747201049,2219
2024-02-15,94.30515200025845,96.37909349293983,92.80912324275276,94.53495654305459,1773
2024-02-16,96.05977479819148,96.33450666761557,94.02470023775858,95.35750145515777,1876
2024-02-19,93.77050181549932,94.80173569197828,92.84218193765275,94.13665780518676,1991
2024-02-20,93.68450689356368,95.18742414400441,93.48274296384082,94.3455214001915,3931
2024-02-21,92.49945380122843,93.52651295925111,91.74619712460287,92.38585127631173,4421
2024-02-22,91.92997477573488,92.78468737629704,89.21184159048332,91.05766522741331,1046
2024-02-23,91.64658605663237,93.04562233816695,89.40389937753744,91.25452646328243,3914
2024-02-26,92.13311538345657,92.50342123907463,90.54334085736794,91.99299304327783,3870
2024-02-27,91.35871431200934,93.43048227833415,91.15581663789476,92.1643613244678,3983
2024-02-28,92.27872749547791,93.17482954680274,91.02489868016058,92.04871304207957,4891
2024-02-29,92.7277170466988,92.58077106219638,90.15867582818493,91.74760934649028,3703
2024-03-01,89.5492553865959,90.94888540712337,88.42342196619398,90.26908735612285,1268
2024-03-04,89.58590245245561,90.55566590483357,87.71861351133046,89.54924314772813,1369
2024-03-05,89.84335052062427,91.00296893263713,87.41879105798192,89.08860437676836,1635
2024-03-06,90.62726383849568,91.1305310010184,88.68267913375584,90.14572660298727,2129
2024-03-07,90.88337637454627,91.76753082517078,89.86313494506317,90.48934489255574,2693
2024-03-08,89.13127290516721,90.28083317553576,87.98386166605107,88.72630473719299,2682
2024-03-11,88.76937100902731,90.09583311015673,87.20255742379717,89.0503887065878,1656
2024-03-12,88.25249011470045,90.62297955025291,87.25566283668208,88.66530642617147,1119
2024-03-13,88.60710673682254,89.93205536827868,87.47458884844058,87.98838442586552,1830
2024-03-14,89.22028750406474,89.47773415844443,87.94785340040734,88.60006071470639,2810
2024-03-15,90.36520487436255,90.8769329960409,88.13580758354026,89.63106023720233,4675
2024-03-18,91.38882146143148,91.51365782104368,90.0547479805492,90.56234035631853,2081
2024-03-19,89.74580763081778,90.6503835746621,88.98191075596965,89.7231228330959,2974
2024-03-20,89.41694304661908,89.96924087827648,88.0908097731948,89.41391045724468,2369
2024-03-21,90.34176424658179,91.15952038961808,88.2073310921092,89.74517388864824,1740
2024-03-22,91.02064687732613,91.9747375506139,89.2427771265167,90.7207190157706,4545
2024-03-25,90.64547853244072,90.8187629048003,89.40514081373448,90.24154477792531,1116
2024-03-26,90.6474711401337,90.97385549761641,88.4876169692402,90.0558858012615,2853
2024-03-27,89.72956151089059,90.81194965620544,88.09367719601026,88.94955082725546,3838
2024-03-28,87.42933451687787,88.61268703917527,86.7652446559359,87.7533442031748,2150
2024-03-29,88.31703593084889,89.28321233370583,86.94613291789196,88.565870025569,4464
